,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
364,rincon,90,US,1612652171,87,32.296,-81.2354,50.0,8.05
365,mangan,5,IN,1612652172,52,27.5167,88.5333,45.34,7.99
366,ancud,0,CL,1612651850,46,-41.8697,-73.8203,73.4,8.05
367,kudahuvadhoo,32,MV,1612651721,77,2.6708,72.8944,81.01,13.4
368,pangnirtung,74,CA,1612651888,80,66.1451,-65.7125,23.54,3.49
369,novikovo,97,RU,1612652172,90,51.1537,37.8879,4.26,10.6
370,qasigiannguit,2,GL,1612652172,39,68.8193,-51.1922,24.8,21.85
371,bowen,40,AU,1612652172,89,-20.0167,148.2333,78.8,6.08
372,ust-kuyga,97,RU,1612651878,83,70.0167,135.6,-28.3,3.4
373,tura,81,IN,1612651810,60,25.5198,90.2201,56.52,2.84
374,issoire,90,FR,1612652173,81,45.55,3.25,48.2,11.5
375,moron,0,AR,1612652173,40,-34.6534,-58.6198,87.01,5.01
376,tecoanapa,14,MX,1612651989,60,16.5167,-98.75,82.94,9.8
377,killybegs,25,IE,1612652173,89,54.6333,-8.45,39.0,5.01
378,wau,61,SS,1612652173,25,7.7029,27.9953,65.12,6.87
379,mount gambier,90,AU,1612651731,82,-37.8333,140.7667,57.2,9.22
380,hinatuan,100,PH,1612652173,90,8.3722,126.3342,76.39,2.19
381,port keats,76,AU,1612652173,78,-14.25,129.55,82.99,10.54
382,chapleau,75,CA,1612652174,67,47.8405,-83.4034,10.4,8.05
383,veraval,0,IN,1612652174,31,20.9,70.3667,68.09,13.65
384,kemise,62,ET,1612652174,79,10.7167,39.8667,60.15,3.15
385,taksimo,81,RU,1612652174,77,56.3444,114.8794,-15.23,0.51
386,mpika,100,ZM,1612652174,96,-11.8343,31.4529,63.86,4.12
387,baymak,77,RU,1612652174,89,52.5933,58.3225,-0.31,21.72
388,opuwo,89,NA,1612652174,43,-18.0607,13.84,74.23,4.23
389,araguacu,100,BR,1612652047,94,-12.9306,-49.8264,73.72,6.15
390,pontianak,40,ID,1612652174,88,-0.0333,109.3333,77.0,3.44
391,kyaikto,0,MM,1612651932,68,17.3,97.0167,71.33,4.79
392,mahebourg,40,MU,1612651877,78,-20.4081,57.7,78.8,4.61
393,qui nhon,90,VN,1612652175,90,13.7667,109.2333,69.15,7.54
394,hun,11,LY,1612652175,29,29.1268,15.9477,62.69,6.31
395,odweyne,0,SO,1612652175,49,9.4092,45.064,65.89,7.96
396,upornaya,100,RU,1612652175,91,44.3914,41.0196,35.01,2.13
397,sibolga,74,ID,1612651890,76,1.7427,98.7792,75.79,3.71
398,gizo,100,SB,1612651886,70,-8.103,156.8419,84.49,7.76
399,charlestown,7,AU,1612652175,73,-32.95,151.6667,77.0,11.5
400,asau,100,RO,1612651850,73,46.4333,26.4,28.0,3.49
401,paramonga,64,PE,1612652176,75,-10.6667,-77.8333,71.94,7.83
402,fernley,0,US,1612652176,29,39.608,-119.2518,57.99,1.99
403,kyabram,0,AU,1612652176,63,-36.3167,145.05,68.0,13.31
404,micheweni,53,TZ,1612652176,80,-4.9667,39.8333,79.59,6.82
405,husavik,75,IS,1612651863,64,66.0449,-17.3389,33.8,8.05
406,bara,54,NG,1612652176,22,10.3744,10.7288,72.09,8.25
407,kaitangata,1,NZ,1612651865,64,-46.2817,169.8464,65.39,6.31
408,constanta,90,RO,1612652176,100,44.1833,28.65,35.6,11.5
409,orcopampa,83,PE,1612652177,63,-15.2661,-72.3417,52.47,9.06
410,simbahan,100,PH,1612652177,80,6.3032,120.5836,81.68,17.18
411,yarega,100,RU,1612652177,86,63.4354,53.5765,-21.51,12.17
412,dharchula,0,IN,1612652177,43,29.85,80.5333,44.87,11.59
413,ballina,3,AU,1612652027,73,-28.8667,153.5667,78.8,2.3
414,jijiga,25,ET,1612652177,61,9.35,42.8,59.04,8.37
415,tairua,93,NZ,1612652177,63,-37.0167,175.85,69.01,4.0
416,kokopo,98,PG,1612652130,76,-4.352,152.2633,81.09,5.08
417,halifax,3,CA,1612652070,75,44.6453,-63.5724,35.6,10.36
418,hella,75,NO,1612652178,86,67.2,14.4333,26.01,3.44
419,petropavlovka,92,RU,1612652178,83,50.6114,105.3196,-2.92,4.32
420,blind river,90,CA,1612652178,86,46.1834,-82.9582,19.4,13.8
421,storforshei,34,NO,1612652178,84,66.4043,14.5233,14.0,2.98
422,verkhoyansk,100,RU,1612652178,84,67.5447,133.385,-23.64,1.19
423,monrovia,40,LR,1612651885,94,6.3005,-10.7969,77.0,10.27
424,bud,100,US,1612652179,59,39.447,-86.1758,26.01,4.59
425,oussouye,0,SN,1612651995,83,12.485,-16.5469,69.8,4.61
426,manga,48,BF,1612652179,20,11.6636,-1.0731,80.2,4.97
427,kahului,20,US,1612651862,53,20.8947,-156.47,75.2,11.5
428,tuscaloosa,90,US,1612652179,93,33.2098,-87.5692,42.8,11.5
429,beyneu,91,KZ,1612651888,86,45.3167,55.2,30.22,8.19
430,umm lajj,0,SA,1612652179,44,25.0213,37.2685,69.94,13.89
431,los llanos de aridane,0,ES,1612652021,63,28.6585,-17.9182,60.8,6.91
432,ayolas,0,PY,1612652180,62,-27.4,-56.9,71.51,5.44
433,portland,90,US,1612651901,87,45.5234,-122.6762,46.4,19.57
434,paita,0,PE,1612652115,58,-5.0892,-81.1144,84.2,10.36
435,varhaug,0,NO,1612652180,78,58.6147,5.6457,16.0,2.3
436,nisia floresta,40,BR,1612651988,78,-6.0911,-35.2086,80.6,5.75
437,maputo,40,MZ,1612651933,78,-25.9653,32.5892,79.0,2.3
438,esperance,90,AU,1612651855,94,-33.8667,121.9,59.0,11.5
439,alcaniz,79,ES,1612652180,87,41.05,-0.1333,46.99,11.99
440,obihiro,75,JP,1612652181,93,42.9172,143.2044,17.6,3.44
441,mackay,100,AU,1612652091,83,-21.15,149.2,82.0,5.75
442,sao jose da coroa grande,57,BR,1612652182,81,-8.8978,-35.1478,79.05,11.25
443,nagato,75,JP,1612652182,93,34.3833,131.2,48.2,3.44
444,savinka,91,RU,1612652182,89,50.0785,47.0994,18.01,13.29
445,umba,59,RU,1612652182,95,66.6871,34.3429,18.84,10.27
446,tacuarembo,0,UY,1612651946,53,-31.7333,-55.9833,71.26,3.6
447,sabha,40,LY,1612652182,28,27.0377,14.4283,61.75,11.48
448,port hardy,75,CA,1612651821,75,50.6996,-127.4199,44.6,12.66
449,kargopol,97,RU,1612652183,93,61.5071,38.9456,0.32,5.82
450,nueva loja,90,EC,1612652183,89,0.0847,-76.8828,78.8,6.91
451,rosario,0,AR,1612652183,39,-32.9468,-60.6393,86.0,4.61
452,riohacha,100,CO,1612652069,54,11.5444,-72.9072,81.77,14.74
453,yarmouth,1,US,1612652183,56,41.7057,-70.2286,39.99,17.27
454,vitry-le-francois,90,FR,1612652183,100,48.7333,4.5833,48.2,4.61
455,colimes,75,EC,1612651897,74,-1.55,-80.0167,82.4,5.75
456,tuatapere,1,NZ,1612652184,50,-46.1333,167.6833,70.03,1.92
457,ponta do sol,13,PT,1612651992,66,32.6667,-17.1,55.0,6.35
458,manzhouli,1,CN,1612652184,88,49.6,117.4333,-11.18,7.72
459,newport,48,GB,1612652184,92,51.5877,-2.9984,41.0,15.48
460,codajas,100,BR,1612651989,92,-3.8367,-62.0569,77.09,0.72
461,perigueux,90,FR,1612652185,100,45.1833,0.7167,46.4,13.8
462,mecca,0,SA,1612652027,59,21.4267,39.8261,65.26,6.06
463,ballia,0,IN,1612651896,71,25.7557,84.1503,49.71,3.2
464,kontagora,100,NG,1612652185,18,10.3999,5.4695,77.76,5.64
465,buala,95,SB,1612652006,77,-8.145,159.5921,82.31,9.95
466,nouakchott,88,MR,1612652185,32,18.0858,-15.9785,68.0,8.05
467,praia da vitoria,40,PT,1612652185,82,38.7333,-27.0667,60.8,13.56
468,zabid,6,YE,1612652185,75,14.1951,43.3152,72.12,6.6
469,troitsko-pechorsk,100,RU,1612652185,89,62.7084,56.1964,-13.67,12.1
470,belmonte,40,BR,1612652186,78,-15.8631,-38.8828,78.8,11.5
471,gambela,49,ET,1612652186,21,8.25,34.5833,76.26,1.32
472,tatarka,90,RU,1612652186,93,44.9589,41.9517,26.6,8.95
473,mahuva,0,IN,1612652186,33,21.0914,71.7622,65.53,14.36
474,havre,90,FR,1612652186,93,49.5833,0.3333,44.01,18.41
475,matara,99,LK,1612652156,89,5.9485,80.5353,73.9,6.6
476,ibra,0,OM,1612652186,80,22.6906,58.5334,49.64,1.36
477,ekhabi,100,RU,1612652186,93,53.5102,142.9671,-0.63,8.21
478,shumskiy,100,RU,1612652186,91,54.8318,99.1328,15.04,4.68
479,amahai,99,ID,1612652187,81,-3.3333,128.9167,86.0,3.67
480,chibuto,100,MZ,1612652187,91,-24.6867,33.5306,72.66,2.8
481,santa clara,20,CU,1612652187,54,22.4,-79.9667,86.0,10.36
482,qazvin,90,IR,1612652187,100,36.2797,50.0049,41.0,3.11
483,acajutla,20,SV,1612651834,42,13.5928,-89.8275,87.8,2.3
484,bezenchuk,2,RU,1612652187,91,52.982,49.4333,0.0,11.81
485,shasta lake,1,US,1612652187,15,40.6804,-122.3708,73.4,5.75
486,ertil,80,RU,1612652188,91,51.8406,40.8056,-3.55,8.86
487,glenwood springs,90,US,1612652188,86,39.5505,-107.3248,35.01,19.57
488,evensk,97,RU,1612651833,87,61.95,159.2333,16.63,21.99
489,celestun,2,MX,1612652188,75,20.8667,-90.4,76.66,10.49
490,suoyarvi,100,RU,1612652026,95,62.0833,32.35,13.87,9.93
491,brigantine,1,US,1612652107,34,39.4101,-74.3646,46.4,11.5
492,wuwei,24,CN,1612652188,70,37.9281,102.6414,26.26,3.62
493,cap malheureux,10,MU,1612651991,84,-19.9842,57.6142,77.0,1.99
494,poum,0,NC,1612651826,68,-20.2333,164.0167,79.92,2.95
495,tabas,3,IR,1612652188,25,33.5959,56.9244,46.4,4.61
496,louga,0,RU,1612652011,93,58.7372,29.8453,1.99,6.58
497,viransehir,0,TR,1612652189,56,37.2353,39.7631,45.72,3.4
498,dicabisagan,63,PH,1612652189,88,17.0818,122.4157,75.38,2.98
499,puerto escondido,40,MX,1612652189,70,15.85,-97.0667,84.2,11.5
500,buraydah,75,SA,1612652008,100,26.326,43.975,50.0,5.75
501,kirkuk,100,IQ,1612652189,84,35.4681,44.3922,55.06,0.6
502,den helder,90,NL,1612652110,69,52.9599,4.7593,33.01,29.93
503,acapulco,1,MX,1612651764,62,16.8634,-99.8901,86.0,11.5
504,filingue,50,NE,1612652190,18,14.3521,3.3168,76.33,7.72
505,jizan,0,SA,1612652190,78,17.3333,42.6667,71.6,2.95
506,puerto maldonado,59,PE,1612652032,93,-12.6,-69.1833,77.76,1.63
507,mount pleasant,90,US,1612651967,81,32.7941,-79.8626,50.0,5.75
508,dalvik,75,IS,1612652190,64,65.9702,-18.5286,33.8,8.05
509,sohag,0,EG,1612652190,67,26.557,31.6948,57.2,6.91
510,hassleholm,27,SE,1612652190,79,56.1591,13.7664,16.0,5.75
511,inta,56,RU,1612652005,84,66.0317,60.1659,-26.54,15.14
512,plettenberg bay,13,ZA,1612652190,82,-34.0527,23.3716,66.72,7.63
513,hovd,0,MN,1612651862,91,48.0056,91.6419,6.91,1.21
514,hami,34,CN,1612652190,80,42.8,93.45,30.76,5.41
515,muros,36,ES,1612652000,94,42.7762,-9.0603,39.99,1.99
516,saint-joseph,40,RE,1612651868,83,-21.3667,55.6167,78.8,4.61
517,palmas,75,BR,1612651929,89,-10.2128,-48.3603,78.8,4.61
518,ihosy,100,MG,1612652191,85,-22.4,46.1167,70.99,2.64
519,atyrau,0,KZ,1612652191,79,47.1167,51.8833,17.6,6.71
520,rio gallegos,20,AR,1612652000,27,-51.6226,-69.2181,64.4,16.11
521,vila,66,PT,1612652020,88,42.0304,-8.1588,39.0,3.76
522,quatre cocos,40,MU,1612652013,78,-20.2078,57.7625,78.8,4.61
523,conakry,67,GN,1612652124,66,9.538,-13.6773,80.28,3.06
524,lasa,75,IT,1612652193,100,46.6166,10.7002,39.99,12.66
525,yumen,97,CN,1612652021,68,40.2833,97.2,26.91,1.5
526,belyy yar,61,RU,1612652006,92,53.6039,91.3903,6.8,2.24
527,griffith,90,US,1612652194,79,41.5284,-87.4237,12.99,9.22
528,luganville,2,VU,1612652195,65,-15.5333,167.1667,84.96,5.12
529,marsaxlokk,0,MT,1612652195,88,35.8419,14.5431,60.8,11.5
530,capoterra,0,IT,1612652195,72,39.1763,8.9718,63.0,14.97
531,lamar,90,US,1612652195,87,33.6668,-95.5836,43.0,9.22
532,port said,0,EG,1612651993,82,31.2565,32.2841,60.8,5.75
533,joshimath,0,IN,1612651861,45,30.5667,79.5667,40.57,13.49
534,coahuayana,1,MX,1612651902,57,18.7333,-103.6833,80.6,5.5
535,erzin,1,TR,1612651636,84,36.9559,36.2,55.99,7.0
536,nhamunda,19,BR,1612651990,84,-2.1861,-56.7131,79.18,3.13
537,brownsville,75,US,1612651769,64,25.9018,-97.4975,73.4,10.36
538,sotnikovo,100,RU,1612652196,77,51.8845,107.4791,-11.2,4.12
539,saurimo,100,AO,1612652196,97,-9.6608,20.3916,66.56,3.15
540,kunda,0,IN,1612652196,67,25.7167,81.5167,50.09,6.44
541,san cristobal,40,VE,1612652005,58,7.7669,-72.225,86.0,9.22
542,orlik,31,RU,1612651799,82,52.5178,99.825,-6.52,2.28
543,raga,2,SS,1612652197,29,8.4596,25.678,61.2,5.82
544,bambari,3,CF,1612652197,23,5.768,20.6757,72.59,3.87
545,nago,20,JP,1612652197,77,26.5881,127.9761,64.4,3.44
546,sarakhs,100,IR,1612652197,76,36.5449,61.1577,48.2,2.3
547,manta,40,EC,1612652090,78,-0.95,-80.7333,82.4,6.91
548,sitka,40,US,1612651856,69,57.0531,-135.33,35.6,14.97
549,hauterive,90,FR,1612652198,81,46.0901,3.4459,48.2,11.5
550,denpasar,20,ID,1612652198,94,-8.65,115.2167,77.0,1.14
551,nsanje,100,MW,1612652198,90,-16.92,35.262,76.21,1.23
552,olga,0,RU,1612652198,87,43.7444,135.2892,5.31,7.92
553,ximei,2,CN,1612652198,94,24.9639,118.3794,57.2,2.24
554,guerrero negro,0,MX,1612651805,39,27.9769,-114.0611,71.19,10.83
555,prescott,1,US,1612651947,14,34.54,-112.4685,59.0,6.91
556,saint-francois,0,FR,1612651888,100,46.4154,3.9054,46.99,2.3
557,berbera,16,SO,1612652199,76,10.4396,45.0143,73.94,3.94
558,natal,40,BR,1612651835,78,-5.795,-35.2094,80.6,5.75
559,vestmannaeyjar,34,IS,1612651727,72,63.4427,-20.2734,39.31,29.73
560,takoradi,0,GH,1612651896,88,4.8845,-1.7554,79.7,8.81
561,bengkulu,98,ID,1612651877,73,-3.8004,102.2655,76.64,3.89
562,payo,89,ID,1612652199,95,-3.7508,103.6372,71.91,2.59
563,codrington,100,AU,1612651855,69,-38.2667,141.9667,58.69,12.19
564,caucaia,20,BR,1612652122,78,-3.7361,-38.6531,81.0,10.36
